Fiscal_Year,Province_Territory,Age_Group,Sex,Number_of_Discharges,Total_Length_of_Stay_Days,Average_Length_of_Stay_Days
2023–2024,Manitoba,15–19,All,2624.0,15039.0,5.731326219512195
2023–2024,Manitoba,15–19,Female,1717.0,8781.0,5.114152591729761
2023–2024,Manitoba,15–19,Male,903.0,6207.0,6.873754152823921
2023–2024,Manitoba,20–24,All,4590.0,26333.0,5.737037037037037
2023–2024,Manitoba,20–24,Female,3483.0,15430.0,4.430089003732415
2023–2024,Manitoba,20–24,Male,1104.0,10900.0,9.873188405797102
2023–2024,Manitoba,25–29,All,7592.0,37735.0,4.97036354056902
2023–2024,Manitoba,25–29,Female,6306.0,24937.0,3.954487789406914
2023–2024,Manitoba,25–29,Male,1281.0,12779.0,9.975800156128026
2023–2024,Manitoba,30–34,All,9021.0,41200.0,4.567121161733732
2023–2024,Manitoba,30–34,Female,7486.0,26881.0,3.5908362276249
2023–2024,Manitoba,30–34,Male,1530.0,14299.0,9.345751633986929
2023–2024,Manitoba,35–39,All,6507.0,35151.0,5.402028584601199
2023–2024,Manitoba,35–39,Female,4856.0,19862.0,4.090197693574959
2023–2024,Manitoba,35–39,Male,1650.0,15286.0,9.264242424242424
2023–2024,Manitoba,40–44,All,4346.0,35198.0,8.09894155545329
2023–2024,Manitoba,40–44,Female,2600.0,17722.0,6.816153846153846
2023–2024,Manitoba,40–44,Male,1743.0,17458.0,10.01606425702811
2023–2024,Manitoba,45–49,All,3811.0,32676.0,8.574127525583837
2023–2024,Manitoba,45–49,Female,2065.0,17445.0,8.447941888619855
2023–2024,Manitoba,45–49,Male,1746.0,15231.0,8.723367697594501
2023–2024,Manitoba,50–54,All,4453.0,44532.0,10.00044913541433
2023–2024,Manitoba,50–54,Female,2260.0,19489.0,8.623451327433628
2023–2024,Manitoba,50–54,Male,2193.0,25043.0,11.41951664386685
2023–2024,Manitoba,55–59,All,5463.0,55547.0,10.16785648910855
2023–2024,Manitoba,55–59,Female,2613.0,24913.0,9.534251817833907
2023–2024,Manitoba,55–59,Male,2849.0,30631.0,10.75149175149175
2023–2024,Manitoba,60–64,All,7213.0,81705.0,11.32746430056842
2023–2024,Manitoba,60–64,Female,3317.0,37215.0,11.21947542960507
2023–2024,Manitoba,60–64,Male,3896.0,44490.0,11.4194045174538
2023–2024,Manitoba,65–69,All,8678.0,103821.0,11.96370131366674
2023–2024,Manitoba,65–69,Female,4085.0,47390.0,11.60097919216646
2023–2024,Manitoba,65–69,Male,4592.0,56404.0,12.28310104529617
2023–2024,Manitoba,70–74,All,8781.0,113954.0,12.97733743309418
2023–2024,Manitoba,70–74,Female,4312.0,55943.0,12.97379406307978
2023–2024,Manitoba,70–74,Male,4469.0,58011.0,12.98075632132468
2023–2024,Manitoba,75–79,All,8562.0,122095.0,14.26010277972436
2023–2024,Manitoba,75–79,Female,4314.0,62226.0,14.42420027816412
2023–2024,Manitoba,75–79,Male,4248.0,59869.0,14.09345574387947
2023–2024,Manitoba,80–84,All,7030.0,120245.0,17.10455192034139
2023–2024,Manitoba,80–84,Female,3713.0,64451.0,17.35820091570159
2023–2024,Manitoba,80–84,Male,3317.0,55794.0,16.82062104311125
2023–2024,Manitoba,85–89,All,5397.0,112961.0,20.93033166574023
2023–2024,Manitoba,85–89,Female,3009.0,66166.0,21.98936523762047
2023–2024,Manitoba,85–89,Male,2388.0,46795.0,19.59589614740369
2023–2024,Manitoba,90+,All,4936.0,114741.0,23.24574554294976
2023–2024,Manitoba,90+,Female,3231.0,76796.0,23.76849272671
2023–2024,Manitoba,90+,Male,1705.0,37945.0,22.25513196480938
2023–2024,Manitoba,All,All,104779.0,1129167.0,10.77665371877953
2023–2024,Manitoba,All,Female,62128.0,602866.0,9.703611898016996
2023–2024,Manitoba,All,Male,42628.0,526157.0,12.34299052266116
2023–2024,Saskatchewan,00–04,All,4523.0,19708.0,4.357284987839929
2023–2024,Saskatchewan,00–04,Female,1915.0,8916.0,4.655874673629243
2023–2024,Saskatchewan,00–04,Male,2607.0,10791.0,4.139240506329114
2023–2024,Saskatchewan,05–09,All,1498.0,5250.0,3.504672897196262
2023–2024,Saskatchewan,05–09,Female,675.0,2518.0,3.730370370370371
2023–2024,Saskatchewan,05–09,Male,823.0,2732.0,3.319562575941677
2023–2024,Saskatchewan,10–14,All,1619.0,8168.0,5.04508956145769
2023–2024,Saskatchewan,10–14,Female,855.0,4873.0,5.699415204678362
2023–2024,Saskatchewan,10–14,Male,763.0,3291.0,4.313237221494102
2023–2024,Saskatchewan,15–19,All,3417.0,21611.0,6.324553702077846
2023–2024,Saskatchewan,15–19,Female,2277.0,12282.0,5.393939393939394
2023–2024,Saskatchewan,15–19,Male,1138.0,9318.0,8.18804920913884
2023–2024,Saskatchewan,20–24,All,4572.0,23996.0,5.248468941382328
2023–2024,Saskatchewan,20–24,Female,3382.0,15156.0,4.481371969248965
2023–2024,Saskatchewan,20–24,Male,1189.0,8839.0,7.433978132884777
2023–2024,Saskatchewan,25–29,All,7301.0,32102.0,4.396931927133269
2023–2024,Saskatchewan,25–29,Female,5808.0,20361.0,3.505681818181818
2023–2024,Saskatchewan,25–29,Male,1492.0,11740.0,7.868632707774799
2023–2024,Saskatchewan,30–34,All,8592.0,35998.0,4.189711359404097
2023–2024,Saskatchewan,30–34,Female,6842.0,22555.0,3.296550716164864
2023–2024,Saskatchewan,30–34,Male,1749.0,13442.0,7.685534591194968
2023–2024,Saskatchewan,35–39,All,6663.0,33073.0,4.963680024013208
2023–2024,Saskatchewan,35–39,Female,4722.0,19033.0,4.030707327403642
2023–2024,Saskatchewan,35–39,Male,1941.0,14040.0,7.23338485316847
2023–2024,Saskatchewan,40–44,All,4822.0,30265.0,6.276441310659477
2023–2024,Saskatchewan,40–44,Female,2766.0,15075.0,5.450108459869848
2023–2024,Saskatchewan,40–44,Male,2056.0,15190.0,7.388132295719845
2023–2024,Saskatchewan,45–49,All,4510.0,32789.0,7.270288248337029
2023–2024,Saskatchewan,45–49,Female,2382.0,15748.0,6.611251049538203
2023–2024,Saskatchewan,45–49,Male,2128.0,17041.0,8.00798872180451
2023–2024,Saskatchewan,50–54,All,5033.0,37479.0,7.446652096165309
2023–2024,Saskatchewan,50–54,Female,2391.0,17442.0,7.294855708908407
2023–2024,Saskatchewan,50–54,Male,2642.0,20037.0,7.584027252081756
2023–2024,Saskatchewan,55–59,All,6426.0,50183.0,7.809368191721133
2023–2024,Saskatchewan,55–59,Female,3147.0,24071.0,7.648871941531618
2023–2024,Saskatchewan,55–59,Male,3279.0,26112.0,7.963403476669717
2023–2024,Saskatchewan,60–64,All,9100.0,70426.0,7.739120879120879
2023–2024,Saskatchewan,60–64,Female,4132.0,30343.0,7.343417231364956
2023–2024,Saskatchewan,60–64,Male,4968.0,40083.0,8.068236714975846
2023–2024,Saskatchewan,65–69,All,10508.0,84590.0,8.050057099352873
2023–2024,Saskatchewan,65–69,Female,4746.0,36496.0,7.68984407922461
2023–2024,Saskatchewan,65–69,Male,5762.0,48094.0,8.346754599097535
2023–2024,Saskatchewan,70–74,All,10147.0,88479.0,8.719720114319504
2023–2024,Saskatchewan,70–74,Female,4805.0,41255.0,8.585848074921957
2023–2024,Saskatchewan,70–74,Male,5342.0,47224.0,8.840134780980906
2023–2024,Saskatchewan,75–79,All,9894.0,92039.0,9.302506569638165
2023–2024,Saskatchewan,75–79,Female,4699.0,45469.0,9.676314109384975
2023–2024,Saskatchewan,75–79,Male,5195.0,46570.0,8.964388835418672
2023–2024,Saskatchewan,80–84,All,8368.0,83696.0,10.0019120458891
2023–2024,Saskatchewan,80–84,Female,4259.0,42843.0,10.05940361587227
2023–2024,Saskatchewan,80–84,Male,4109.0,40853.0,9.942321732781698
2023–2024,Saskatchewan,85–89,All,6612.0,77250.0,11.68330308529946
2023–2024,Saskatchewan,85–89,Female,3551.0,41873.0,11.79188960856097
2023–2024,Saskatchewan,85–89,Male,3061.0,35377.0,11.55733420450833
2023–2024,Saskatchewan,90+,All,5902.0,73366.0,12.43070145713317
2023–2024,Saskatchewan,90+,Female,3795.0,48976.0,12.90540184453228
2023–2024,Saskatchewan,90+,Male,2107.0,24390.0,11.57570004746085
2023–2024,Saskatchewan,All,All,119507.0,900468.0,7.534855698829357
2023–2024,Saskatchewan,All,Female,67149.0,465285.0,6.929142652906224
2023–2024,Saskatchewan,All,Male,52351.0,435164.0,8.312429561994996
2023–2024,Alberta,00–04,All,14584.0,92382.0,6.334476138233681
2023–2024,Alberta,00–04,Female,6349.0,39179.0,6.170893054024256
2023–2024,Alberta,00–04,Male,8232.0,53180.0,6.460155490767736
2023–2024,Alberta,05–09,All,4434.0,19402.0,4.37573297248534
2023–2024,Alberta,05–09,Female,2027.0,8930.0,4.405525407005427
2023–2024,Alberta,05–09,Male,2407.0,10472.0,4.350643955130868
2023–2024,Alberta,10–14,All,4959.0,28347.0,5.716273442226255
2023–2024,Alberta,10–14,Female,2530.0,15773.0,6.234387351778656
2023–2024,Alberta,10–14,Male,2426.0,12563.0,5.178483099752679
2023–2024,Alberta,15–19,All,8160.0,46941.0,5.752573529411765
2023–2024,Alberta,15–19,Female,4851.0,27289.0,5.625438054009482
2023–2024,Alberta,15–19,Male,3294.0,19561.0,5.938372799028537
2023–2024,Alberta,20–24,All,12036.0,55333.0,4.597291458956464
2023–2024,Alberta,20–24,Female,8485.0,31230.0,3.680612846199175
2023–2024,Alberta,20–24,Male,3519.0,23619.0,6.711849957374254
2023–2024,Alberta,25–29,All,22834.0,93102.0,4.077340807567662
2023–2024,Alberta,25–29,Female,17951.0,55915.0,3.114868252465044
2023–2024,Alberta,25–29,Male,4842.0,36627.0,7.564436183395292
2023–2024,Alberta,30–34,All,30932.0,115012.0,3.718220612957455
2023–2024,Alberta,30–34,Female,25276.0,73617.0,2.912525716094319
2023–2024,Alberta,30–34,Male,5639.0,41262.0,7.317254832417095
2023–2024,Alberta,35–39,All,24741.0,106921.0,4.321611899276505
2023–2024,Alberta,35–39,Female,18261.0,61783.0,3.383330595257653
2023–2024,Alberta,35–39,Male,6461.0,45048.0,6.97229531032348
2023–2024,Alberta,40–44,All,16199.0,102892.0,6.35175010803136
2023–2024,Alberta,40–44,Female,9362.0,49598.0,5.297799615466781
2023–2024,Alberta,40–44,Male,6818.0,52937.0,7.764300381343502
2023–2024,Alberta,45–49,All,13979.0,99914.0,7.147435438872595
2023–2024,Alberta,45–49,Female,6956.0,43449.0,6.246262219666475
2023–2024,Alberta,45–49,Male,7009.0,56304.0,8.03310029961478
2023–2024,Alberta,50–54,All,15022.0,116862.0,7.77939022766609
2023–2024,Alberta,50–54,Female,7115.0,51354.0,7.217709065354884
2023–2024,Alberta,50–54,Male,7890.0,65421.0,8.291634980988594
2023–2024,Alberta,55–59,All,18235.0,152683.0,8.373073759254181
2023–2024,Alberta,55–59,Female,8354.0,66143.0,7.917524539142925
2023–2024,Alberta,55–59,Male,9865.0,86346.0,8.752762290927521
2023–2024,Alberta,60–64,All,25378.0,231880.0,9.13704783670896
2023–2024,Alberta,60–64,Female,11437.0,96794.0,8.463233365393023
2023–2024,Alberta,60–64,Male,13929.0,134841.0,9.6805944432479
2023–2024,Alberta,65–69,All,28523.0,269249.0,9.4397153174631
2023–2024,Alberta,65–69,Female,13005.0,120211.0,9.243444828911956
2023–2024,Alberta,65–69,Male,15510.0,149018.0,9.607865892972276
2023–2024,Alberta,70–74,All,27619.0,279330.0,10.1136898511894
2023–2024,Alberta,70–74,Female,12796.0,128775.0,10.06369177868084
2023–2024,Alberta,70–74,Male,14814.0,150315.0,10.14682057513163
2023–2024,Alberta,75–79,All,26321.0,296659.0,11.27081037954485
2023–2024,Alberta,75–79,Female,12681.0,144119.0,11.36495544515417
2023–2024,Alberta,75–79,Male,13633.0,152463.0,11.18337856671312
2023–2024,Alberta,80–84,All,21391.0,269304.0,12.58959375438269
2023–2024,Alberta,80–84,Female,10670.0,138180.0,12.95032802249297
2023–2024,Alberta,80–84,Male,10717.0,130956.0,12.2194644023514
2023–2024,Alberta,85–89,All,16613.0,247069.0,14.87202792993439
2023–2024,Alberta,85–89,Female,8920.0,134304.0,15.05650224215247
2023–2024,Alberta,85–89,Male,7692.0,112764.0,14.65990639625585
2023–2024,Alberta,90+,All,13285.0,217628.0,16.38148287542341
2023–2024,Alberta,90+,Female,8169.0,136056.0,16.65515975027543
2023–2024,Alberta,90+,Male,5110.0,81539.0,15.95675146771037
2023–2024,Alberta,All,All,345245.0,2840910.0,8.228678185056989
2023–2024,Alberta,All,Female,195195.0,1422699.0,7.288603703988319
2023–2024,Alberta,All,Male,149807.0,1415236.0,9.447061886293698
2023–2024,British Columbia,00–04,All,10064.0,48470.0,4.816176470588236
2023–2024,British Columbia,00–04,Female,4241.0,20926.0,4.934213628861118
2023–2024,British Columbia,00–04,Male,5821.0,27542.0,4.731489434805017
2023–2024,British Columbia,05–09,All,4014.0,14641.0,3.647483806676632
2023–2024,British Columbia,05–09,Female,1785.0,6217.0,3.482913165266107
2023–2024,British Columbia,05–09,Male,2229.0,8424.0,3.779273216689098
2023–2024,British Columbia,10–14,All,4430.0,21769.0,4.913995485327313
2023–2024,British Columbia,10–14,Female,2375.0,11468.0,4.828631578947369
2023–2024,British Columbia,10–14,Male,2048.0,10285.0,5.02197265625
2023–2024,British Columbia,15–19,All,7851.0,45238.0,5.762068526302381
2023–2024,British Columbia,15–19,Female,4717.0,26192.0,5.552681789272843
2023–2024,British Columbia,15–19,Male,3113.0,18890.0,6.068101509797623
2023–2024,British Columbia,20–24,All,11186.0,61987.0,5.541480421956017
2023–2024,British Columbia,20–24,Female,6980.0,30495.0,4.3689111747851
2023–2024,British Columbia,20–24,Male,4156.0,31323.0,7.536814244465832
2023–2024,British Columbia,25–29,All,21128.0,99654.0,4.716679288148429
2023–2024,British Columbia,25–29,Female,15384.0,57975.0,3.768525741029641
2023–2024,British Columbia,25–29,Male,5681.0,41416.0,7.290265798274952
2023–2024,British Columbia,30–34,All,31536.0,128491.0,4.074422881785895
2023–2024,British Columbia,30–34,Female,24428.0,79344.0,3.248075978385459
2023–2024,British Columbia,30–34,Male,7072.0,49053.0,6.936227375565611
2023–2024,British Columbia,35–39,All,26488.0,123934.0,4.678873452129266
2023–2024,British Columbia,35–39,Female,18972.0,67075.0,3.535473329116593
2023–2024,British Columbia,35–39,Male,7495.0,56209.0,7.499533022014677
2023–2024,British Columbia,40–44,All,17831.0,103470.0,5.802815321630868
2023–2024,British Columbia,40–44,Female,10062.0,49241.0,4.893758696084277
2023–2024,British Columbia,40–44,Male,7759.0,54182.0,6.98311638097693
2023–2024,British Columbia,45–49,All,15551.0,104900.0,6.745546910166548
2023–2024,British Columbia,45–49,Female,7930.0,48658.0,6.1359394703657
2023–2024,British Columbia,45–49,Male,7618.0,56236.0,7.381990023628249
2023–2024,British Columbia,50–54,All,18643.0,135872.0,7.288097409215255
2023–2024,British Columbia,50–54,Female,8501.0,58118.0,6.836607457946124
2023–2024,British Columbia,50–54,Male,10135.0,77709.0,7.667390231869758
2023–2024,British Columbia,55–59,All,23060.0,183804.0,7.970685169124025
2023–2024,British Columbia,55–59,Female,10334.0,81357.0,7.872750145151926
2023–2024,British Columbia,55–59,Male,12724.0,102443.0,8.051163156240175
2023–2024,British Columbia,60–64,All,31263.0,257408.0,8.233630809583213
2023–2024,British Columbia,60–64,Female,13636.0,108406.0,7.949985332942211
2023–2024,British Columbia,60–64,Male,17621.0,148956.0,8.453322739912604
2023–2024,British Columbia,65–69,All,37088.0,327048.0,8.81816220880069
2023–2024,British Columbia,65–69,Female,16447.0,139360.0,8.473277801422752
2023–2024,British Columbia,65–69,Male,20639.0,187684.0,9.093657638451475
2023–2024,British Columbia,70–74,All,40182.0,367869.0,9.155069434074958
2023–2024,British Columbia,70–74,Female,18392.0,166985.0,9.079219225750327
2023–2024,British Columbia,70–74,Male,21789.0,200883.0,9.21946853917114
2023–2024,British Columbia,75–79,All,41092.0,416536.0,10.1366689379928
2023–2024,British Columbia,75–79,Female,19519.0,199889.0,10.24073979199754
2023–2024,British Columbia,75–79,Male,21571.0,216634.0,10.04283528811831
2023–2024,British Columbia,80–84,All,34239.0,394926.0,11.53439060720231
2023–2024,British Columbia,80–84,Female,17057.0,200411.0,11.7494870141291
2023–2024,British Columbia,80–84,Male,17180.0,194509.0,11.32182770663562
2023–2024,British Columbia,85–89,All,27595.0,360769.0,13.07370900525457
2023–2024,British Columbia,85–89,Female,14480.0,192103.0,13.2667817679558
2023–2024,British Columbia,85–89,Male,13115.0,168666.0,12.86054136484941
2023–2024,British Columbia,90+,All,22852.0,336040.0,14.70505863819359
2023–2024,British Columbia,90+,Female,13539.0,202738.0,14.97437033754339
2023–2024,British Columbia,90+,Male,9312.0,133289.0,14.31368127147766
2023–2024,British Columbia,All,All,426093.0,3532826.0,8.291208726733366
2023–2024,British Columbia,All,Female,228779.0,1746958.0,7.636006801323548
2023–2024,British Columbia,All,Male,197078.0,1784333.0,9.053943108819858
2023–2024,Yukon,00–04,All,91.0,194.0,2.131868131868132
2023–2024,Yukon,00–04,Female,39.0,81.0,2.076923076923077
2023–2024,Yukon,00–04,Male,52.0,113.0,2.173076923076923
2023–2024,Yukon,05–09,All,32.0,70.0,2.1875
2023–2024,Yukon,05–09,Female,13.0,36.0,2.769230769230769
2023–2024,Yukon,05–09,Male,19.0,34.0,1.789473684210526
2023–2024,Yukon,10–14,All,44.0,126.0,2.863636363636364
2023–2024,Yukon,10–14,Female,28.0,94.0,3.357142857142857
2023–2024,Yukon,10–14,Male,16.0,32.0,2.0
2023–2024,Yukon,15–19,All,81.0,240.0,2.962962962962963
2023–2024,Yukon,15–19,Female,54.0,142.0,2.62962962962963
2023–2024,Yukon,15–19,Male,27.0,98.0,3.62962962962963
2023–2024,Yukon,20–24,All,125.0,481.0,3.848
2023–2024,Yukon,20–24,Female,79.0,314.0,3.974683544303797
2023–2024,Yukon,20–24,Male,46.0,167.0,3.630434782608696
2023–2024,Yukon,25–29,All,218.0,763.0,3.5
2023–2024,Yukon,25–29,Female,144.0,365.0,2.534722222222222
2023–2024,Yukon,25–29,Male,74.0,398.0,5.378378378378378
2023–2024,Yukon,30–34,All,364.0,1136.0,3.120879120879121
2023–2024,Yukon,30–34,Female,273.0,660.0,2.417582417582417
2023–2024,Yukon,30–34,Male,91.0,476.0,5.230769230769231
2023–2024,Yukon,35–39,All,335.0,1039.0,3.101492537313433
2023–2024,Yukon,35–39,Female,246.0,732.0,2.975609756097561
2023–2024,Yukon,35–39,Male,89.0,307.0,3.449438202247191
2023–2024,Yukon,40–44,All,215.0,858.0,3.990697674418604
2023–2024,Yukon,40–44,Female,123.0,513.0,4.170731707317073
2023–2024,Yukon,40–44,Male,92.0,345.0,3.75
2023–2024,Yukon,45–49,All,180.0,797.0,4.427777777777778
2023–2024,Yukon,45–49,Female,103.0,462.0,4.485436893203883
2023–2024,Yukon,45–49,Male,77.0,335.0,4.35064935064935
2023–2024,Yukon,50–54,All,177.0,965.0,5.451977401129944
2023–2024,Yukon,50–54,Female,83.0,414.0,4.987951807228916
2023–2024,Yukon,50–54,Male,94.0,551.0,5.861702127659575
2023–2024,Yukon,55–59,All,185.0,1036.0,5.6
2023–2024,Yukon,55–59,Female,82.0,489.0,5.963414634146342
2023–2024,Yukon,55–59,Male,103.0,547.0,5.310679611650485
